# CathayViewer 人名别名表（正名,别名…；可手动编辑，逗号/顿号/分号均可分隔）
京鏜,仲遠,文忠,文穆,莊定
亮保,金臺
什勒春熙,介軒,敬臣
什拉恩特亨額,樸菴
仆固氏(僕固懷恩女),崇徽公主
仇世賢,少泉
仇亮,冥鴻,韞存
仇仙期,雲舉
仇元正,廷錫
仇兆鰲,仇兆鼇,滄柱,知幾,章溪老叟
仇公著,晦之
仇埰,亮卿,述庵
仇士良,匡美
仇夢台,泰符
仇如玉,竹菴
仇德秀,信卿
仇性存,養真
仇悆,泰然
仇惠,澤民
仇成,安慶侯,莊襄
仇成琳,稼坪
仇敏,好古
仇敬,仲立
仇文義,長裕
仇昌祚,振先,漆園
仇樸,仇孝子,時淳
仇氏(仇十洲女),杜陵內史
仇氏(某守廉妻),千光照
仇汝嘉,楙侯
仇汝弼,直卿,真卿,真鄭
仇汝湖,序東,月東
仇汝顯,秉侯,荔甡
仇治,公望
仇清泰,健之
仇濟,公度,如愚
仇濬,公哲
仇炅,文綗
仇炳台,竹屏,笏東,蒙叟
仇繼恆,淶之
仇自奇,子珍,寧庵
仇英,十洲,實夫,實父
仇著,仲約
仇遠,仁父,仁近,山村民,山邨
仇鉞,威寧伯,廷威,武襄
仇鍔,彥中
仇養正,一鷗,蒙士,麗廷
仇鳳翀,羽豐
仇鸞,伯翔,長生
仇麗庚,晴嵐
介一清,子澄
介孝瑹,荊蘊,荊韜
介文,觀生閣主人
介福,受茲,景菴
介錫周,冏卿,鼎卜
他他喇長敘,彜庭
他他拉圖敏,時泉,熙文
他他拉文寧,他塔喇文幹,他塔喇文甯,精勤室,芝厓,芝崖,蔚其,蔚艾,遠皋
他他拉毓科,又坪,條卿
他他拉特依順,他塔拉特依順,鑑堂
他他拉裕泰,他塔喇裕泰,他塔拉裕泰,東岩,東巖,莊毅,餘山
他他拉長善,他塔喇長善,大皿庵主,樂初,玉衡閣,芝隱室
他塔喇塔永寧,塔永凝
他塔喇宜里布,伊里布,宜禮布,武壯
他塔喇玉寧,他塔喇玉凝,他塔拉玉甯
他塔喇英古代,英俄爾岱,英古爾代,英峩岱,英我岱,英額爾岱
他塔喇蘇納海,塔塔喇蘇納海,蘓納海,襄愍
他塔喇達音布,戴穆布
他塔喇阿濟格尼堪,勇敏,武敏,襄寧,阿積格尼堪
他塔拉唐喀祿,他塔喇唐喀祿
他塔拉志銳,伯愚,公穎,廓軒,文貞,窮塞主,薑盦,迂安,迂庵
他塔拉雙福,武烈
付德,隈瞻
仙保,定庵
仙兆恆,道久
仙壽,朗峯
仙鶴林,鳴皋
仝卜年,磵南
仝寅,啟陽,敬菴,景明
仝承慶,彥慶
仝毓賢,貫之
仝軌,平山,車同
代淵,仲顏,蘊之,虛一子
令狐亦岱,太峯
令狐俅,端夫
令狐彰,伯陽
令狐懷斌,全騭
令狐挺,憲周
令狐挻,憲周
令狐揆,子先
令狐整,延保
令狐梅,敬和
令狐楚,令狐四,殻士,白雲孺子
令狐永觀,四貞
令狐璁,仲平,涿軒
令狐紞,垂之
令狐綯,令狐八,子直
令狐緘,識之
令狐造,蒞山
令狐達,雲亭
令狐遠,景劄
仰儒,世用
仰士曾,醉白
仰廷旬,筠石
仰忻,天貺
仰文蔚,國華
仰昇,進卿
仰瞻,宗泰
仲保,斯道
仲周霈,資萬
仲嘉德,咸一,藹梧
仲孫樊,博山,補侯
仲并,彌性
仲延仕,佐臣,瀠波
仲恆,雪亭
仲振奎,春龍,雲澗,雲磵
仲振宜,薌雲
仲振宣,芝雲
仲振履,柘庵,雲江
仲昌,顯夫
仲昰保,友夔,羹梅,翰村
仲本,與立
仲棐,與成
仲永檀,東園,樂園,襄溪,襄西
仲淵,潛老
仲湘,壬甫,子湘,蘭修
仲簡,畏之
仲績塽,雲泉
仲舒,柳青
仲蓮慶,碧香
仲蘭,維馨
仲訥,樸翁
仲貽勤,受之,蓉賓
仲貽笄,玉華
仲貽簪,紫華
仲貽鑾,金城
仲選,思舜
仲鶴慶,品崇
仵墉,崇儒
仵某,願德
仵欽,祖仁
仵正臣,真卿
仵瑜,仲甫,忠父,忠甫,東澥,東澥子
仵盤,艮翁
仵紳,佩之
任䓲,延芳
任一震,東卿
任一鳴,登卿
任一鶚,冲卿,沖卿
任一龍,驤卿
任世熙,穆臣,蓮隱
任中師,大塊翁,安惠,祖聖
任中正,康懿,慶之
任之奇,穎士
任之奎,次璧
任乾元,竹軒
任亨泰,古雍,襄陽任
任仁發,子明,月山
任仕,學優
任仕宏,叔遠
任仰伊,莘田
任伋,任汲,師中
任伯寅,虎卿,運仙
任伯雨,德翁,忠敏
任佃,象虞
任佑觀,利賓,癸秋
任佶,叔正
任俠,五陵
任倫,秉元
任傑,士興
任傳綸,子繹,荊門
任僖,士安,日域
任儀,象之
任元,本初
任元善,東卿,訥庵
任元春,序東
任元濬,四友堂,子深,胡文
任元經,庚堂
任元齡,九如
任兆堅,希庭,文臺,蕡臺
任兆炯,曉村,曉林,照林
任兆麟,任廷麟,心斋,心齋,文田,有竹居,林屋,林屋山人,竹居,邃古堂
任光奇,卓儒,閒叟
任光裕,振寰,節愍
任克溥,海湄,海眉
任公震,子威,子成,子明,虎官,虎臣
任其昌,士言
任凱,捷三
任劭僔,孝和
任勉,近思
任匯,曾卿
任友龍,震卿
任叔英,疎庵,茂淑
任古,信儒,信孺
任可容,子賢
任可澄,誌淸
任啓英,三島,弘甫
任啟運,乾若,淸芬堂,淸芬樓,翼聖,釣臺,釣臺先生
任嘉世,霄峯
任嘉莪,孝庭,樂賢
任器之,國華
任嚴,汝翼
任國均,任國鈞
任國楨,幹臣
任國老,竹塢,雲江,鮐卿,鮐叟
任國選,青萬
任坪,坦公,萊峰
任埅,大仲,愚拙翁,文僖,水村
任埈,松寒,松翰,篁渚
任執中,敬亭
任基振,任綦振
任堂,謹堂
任堇,堇叔,越雋
任報春,竹坪
任塍,秋田
任塾,鶴峯
任增,寓圃,損之,蔚嶺
任壇,廷堅
任士憑,可依
任士林,叔實
任士洪,而毅
任士瑞,廠宜
任大中,子固
任大任,坦齋,鈞衡
任大夏,程大夏
任大椿,子田,幼植,木田,燕禧堂,芝堂,芝田
任天祚,良錫
任天祺,君瑞
任奎,文仲,石門
任奕彌金,衡皋,衡皐
任奕彌金,衡皋
任婉,靜宜
任孜,懋善
任學淵,守訓
任守幹,用汝,遯窩
任守忠,稷臣
任守正,約初
任安上,二痴,澧塘,禮堂
任安國,保廷
任宗器,轂庭
任宗易,從簡
任宗誼,仲宜
任家相,心葵,白甫
任寅,亮夫
任寧,靖之
任寶功,瑤圖
任崧珠,端卿
任布,恭惠,應之
任希夷,伯起,宣憲,宣獻,斯菴
任希祖,元孝
任序,本立
任庚宣,映白
任廣,叔儉
任廣譽,士美
任廷璋,禮南
任廷貴,君爵
任廷贊,文軒
任廷颺,賡六
任式坊,亦春,穀民
任弘,伯容
任弘嘉,丹菽,任宏嘉,素堂,葵尊
任弘望,孝貞,德章,竹室居士
任弘業,開宗
任弘震,淡之,雪柯
任彥安,彥安
任彥常,克齋,吉夫
任從政,子政
任德,馨齋
任德成,象元
任忠,玄泰
任忠厚,正甫
任思正,舒軒
任性之,而聖
任性德,錦然
任悊,四明
任惟一,汝賢
任惟鈞,子範
任惟鳴,章卿
任惠,濟民
任愛,友仁
任愷,樂如
任應南,孤齋
任應徵,德庸
任應烈,武承,處泉
任應龍,敬齋,雲卿
任懋賢,豫圃
任承允,上邽山人,文卿
任承恩,伯卿,畏齋
任承緒,叔卿,繩武
任拱之,公肅
任振世,梅岩
任振龍,羽禎
任採蓮（蘇軾乳母）,采蓮
任攀章,雲亭
任敏道,其易
任敞,扉子
任敬臣,奉古,希古,知古
任文淑,若耶女士
任文溥,匯中,約齊
任文燦,璧東
任文獻,國光
任文薦,遠流
任文遂,思順
任昂,伯顒
任昌詩,翰仙,雅南
任明,尚客
任星咸,拱辰
任春元,錦橋
任春和,旭東
任春祺,玉珠
任昱,則明
任時懋,又新,可軒
任暄猷,美君
任曾貽,淡存
任曾魯,子唯
任會棻,石香
任有後,孝伯,萬休,貞僖
任有齡,夢錫,棠山
任某,任氏,鞏空
任格,大正
任棟,稼民,聖謨
任楓,夢道,木庵
任樞,士均,貞憲
任權,士經,貞憲,靜谷
任步月,紹文,西坪
任武,文叔,武叔
任毓麟,振公
任氏(任高次女),李氏三烈,留哥
任氏(任高長女),幺哥,李氏三烈
任民望,子重
任民育,厚生,時澤
任永全,玄靜
任汝亮,伯寅
任汝賢,君永,君泳,沂公,第八
任沛霖,硯雲
任治,協襄
任泰,亨伯
任洛,仲伊,十二
任洧,淸之
任浣花,任湘芝
任淳,原樸
任淵,子淵
任清漣,秋水
任清祿,廉堂,蘭堂
任湘,蘭因
任源,子望,彭哥,第念三,興祖
任源祥,善權子,息齋,王谷
任溯昉,聞城
任漢,宗海
任潤,海瀾
任澤,天錫,恭僖
任澤和,介子,惠堂,退盦
任濬,文水,鳳梧軒
任瀚,少海
任瀛,登之,驛峰
任炳,星漁
任煇,右庭
任煊義,定遠
任煥奎,仲文,石芝
任熊,渭長,湘浦
任熙弼,亮甫,挹春,止敬
任熙載,勿菴,敬輿
任燁,仲章
任獻夫,安世
任玄,冲遠
任玉卮,任玉邑
任玠,溫如
任玥,少玉,希庵
任琚,佩中,曦園
任瑗,小泉,恕庵,恕菴,東澗,東澗先生
任瑛,憩棠
任璋,香雨
任璜,任黃,北玉
任璡,國器
任環,任寰,復庵,復菴,應乹,應乾
任璽,廷信
任璿,具茨
任用,庭輝
任用中,景真,景虞
任由謙,叔讓,昭簡
任甲第,子薦
任申先,世初
任登,子升
任盡言,元受
任相,興伯
任相元,公輔,孝文,恬軒
任碩齡,汝壽,石江
任祥,瑞卿
任祥麟,又陵,松亭,石卿
任福,壯愍,祐之
任福民,錫之
任禮,僖武,寧遠伯,尚義
任秀祺,評芳
任秉德,心泉
任秉鈞,子衡
任穀,生之
任立,周卿
任端書,念齋,進思
任端良,心莊
任簡,而廉
任紹,任詔,子嚴
任絖,子瀞,忠簡
任維鏜,子揚
任繩祖,松冷
任繩隗,植齋,青標
任繼祖,述之
任續,似之
任義伯,今是堂,季方
任翔,巢阿
任翰伯,南谷,慶翼,景翼
任耜,子良
任聖周,仲思,文敬,鹿門
任肇元,青朱
任舉,勇烈,東園,漢冲
任舜臣,承華
任良,康孟
任良幹,南嶠,直夫
任良弼,廷賛,廷贊
任良才,廷舉
任良貴,子爵
任芳鑑,景星,馨明
任芹,汝獻
任若尹,三若
任英,光弼
任茂松,秀嶺
任荃,景淇,月坡
任華,逸人,野人
任萬化,心原,贊之
任萬民,念岩
任萬里,圖南,梅軒
任著,飛卿
任蒙正,直初,雲湖
任蕃,任翻
任蘊昭,夢檀
任蘭枝,南樓,見南,隨齋,香谷
任蘭生,畹香
任虎臣,武伯,貞簡
任衍,達夫
任袞,子正,棠湖
任觀瀛,泰源
任詡,和仲,高厓
任說,君遇,文靖,竹崖
任誼,才仲
任諒,子諒
任讓,退之
任豫,由道
任貴震,宇恬,鼎卿
任賢佐,子良
任質言,元禮
任贊,希度
任贊化,參之
任起鵬,和麟,春溟
任辰旦,千之,待庵,待菴,韓燦,韓辰旦
任逢,千載
任逢泰,坦然
任連陞,級三,雲軿
任道,守義
任道充,少虛
任道學,用予,養吾
任道遜,克誠,八一居士,坦然居士
任道鎔,勵甫,寄翁,寄鷗,小沅,礪甫,筱沅,陽羨老民,鷗館
任邦彬,近彥,近顏
任郿祐,任郿祜
任重光,退思,靜衫
任金,子金
任鉉,士重,忠簡,愛灘
任銘獻,守愚
任銜惠,湘畹
任銜蕙,湖畹
任錕,謹齋
任錪,寬甫,鳴皐
任錫慶,泉蘇
任鍔,豫齋
任鏜,伯聲,第二,麟行
任鑑,自明
任長慶,雲石
任際科,約亭,聖輔
任際虞,唐臣
任雄,文階
任雲倬,漢卿
任青,任清
任預,瀟瀟庵主人,立凡
任頤,伯年,小樓
任顓,誠之
任風厚,仲禮,淸南
任養心,子誠,正宇
任體莊,子敬
任鳳翔,夔農,馥塘
任鳴陽,儀堂,蔭堂
任鵠,射己
任鵬,培風
任麗金,璿池
伊乘,德載
伊什扎木素,伊什札木素
伊伯熊,臣擧,虛室
伊侃,士剛
伊允楨,樹人,秋浦,雨琴
伊光啟,純仁,開雍
伊克唐阿,信齋,小山
伊克明安恩存,壽卿
伊勒忒樂善,威毅
伊勒忒錫振,次筠
伊喇齊,伊王剌齊
伊圖,交羅伊兔,交羅宜兔,伊兔,宜兔,文僖,覺羅伊圖
伊圖瑪永孔阿,伊圖瑪永魁
伊在庭,繼美
伊太,伊泰
伊子先,介耳,簡庵
伊審徵,申圖
伊尊璐,邃廬
伊巘,允陟,德庵
伊廷莘,耕野
伊念曾,少沂,梅石,銘谷
伊慎,寡悔
伊拉哩法敏,法閔,肇功
伊拉里和舜武,恭慎
伊拉里增祺,瑞堂,簡愨
伊拉里德克金布,勤勇
伊敏生,子蒙,山泉
伊普楚特蘇寧阿,壽泉,迂庵
伊曼,伊滿
伊朝棟,用侯,雲林
伊樂堯,莘耕,遇羹
伊沙爾保年,頤庵,頤葊
伊清河,松坪
伊爾庫勒富尼雅杭阿,富呢雅杭阿
伊爾庫勒瑚寶,伊爾根勒瑚保,伊爾根勒瑚寶,恭恪,瑚保
伊爾根覺羅三寶,文敬
伊爾根覺羅世泰,寄萬卷書屋,寄萬卷樓,心蒔
伊爾根覺羅伊桑阿,文端
伊爾根覺羅伊都立,嘉樂堂,學庭
伊爾根覺羅傅臘塔,傅拉塔,淸端
伊爾根覺羅台費蔭,台斐蔭
伊爾根覺羅喀爾吉善,喀爾繼善,澹園,莊恪
伊爾根覺羅圖魯什,圖魯錫
伊爾根覺羅夸扎,夸札,誇札
伊爾根覺羅定長,伊爾根覺羅定常
伊爾根覺羅寶琳,勤恪,夢蓮,夢遠山人,夢香草堂,知足知不足齋
伊爾根覺羅嵩溥,松溥
伊爾根覺羅巴什泰,巴世泰
伊爾根覺羅巴延珠,佛圓
伊爾根覺羅德光,依爾根覺羅德光
伊爾根覺羅德福,勤肅
伊爾根覺羅恆敬,伊爾根覺羅恆敏,勉亭,恆敏,恆敬
伊爾根覺羅恆祺,依爾根覺羅恆祺,勤敏,子久,恆祺
伊爾根覺羅愛仁,淸恪,靜山
伊爾根覺羅愛新泰,壯勇
伊爾根覺羅慶廉,儉泉,白雲紅樹山房
伊爾根覺羅成格,果庭
伊爾根覺羅扎克當阿,札克當阿
伊爾根覺羅扎郎阿,札郎阿
伊爾根覺羅春山,丹崖,長人
伊爾根覺羅春滿,少珊
伊爾根覺羅札勒杭阿,扎勒杭阿,扎爾杭阿
伊爾根覺羅東純,剛介,恭介,紫來
伊爾根覺羅松溎,壽泉,舒舒覺羅松溎
伊爾根覺羅桂林,壯敏
伊爾根覺羅榮柱,采芝生,鐵齋
伊爾根覺羅武善,伊尔根覺羅武善,烏善
伊爾根覺羅海寧,勤毅
伊爾根覺羅穆精阿,穆精額
伊爾根覺羅耆齡,壽民,居易堂,无悶居士,與天游室,蠖齋,見山樓
伊爾根覺羅莫洛,忠愍
伊爾根覺羅莽鵠立,勤敏,卓然,樹本,莾鵠立
伊爾根覺羅薩哈岱,樗亭,魯望
伊爾根覺羅薩載,誠恪
伊爾根覺羅蘇昌,愨勤
伊爾根覺羅金順,和圃,忠介
伊爾根覺羅長庚,少白,恭厚
伊爾根覺羅阿爾津,端果,阿勒津,阿尔津,阿爾錦
伊爾根覺羅阿肅,敬之,雨齋
伊爾根覺羅隆文,端毅,質存,雲章
伊爾根覺羅顧八代,敬一堂,文端,文起,邗上釣者
伊爾根覺羅顧琮,倚雲閣,混同,玉山,琴軒,用方,靜廉堂,顧鐵牛
伊爾根覺羅鶴年,文勤,芝仙,鳴皋
伊用昌,伊夢昌,伊風子,定億萬兆恆沙軍國主南方赤龍神王
伊祿順,伊祿
伊秉綬,南泉,墨卿,墨庵,所謂伊人,旦似,春及草堂,東鄰叟,留春草堂,秋水,秋水園,組似,西湖長,默庵,默菴
伊立勛,峻齋,熙績
伊篤原,仲根
伊紹煃,文煥
伊紹鑑,曉侶,曉堂,曉潭
伊翹,維楚
伊裡庫,伊里庫
伊辟,盧源,翕庵
伊里布,伊禮布,文敏,莘農,覺羅伊里布
伊鏗額,希甫,景曾,瑟庭
伊闢,盧源,翕庵,翕菴
伊霖,雲巖
伍世熊,兆覲,叔覲
伍什佈,伍什布,烏什布
伍令,二十八,思行
伍仲休,通遠
伍伯思,安行
伍來,吳賚
伍倫敘,樂庭
伍傅沛,果菴,甫田
伍元芝,忻甫,蘭蓀
伍兆燦,受堂,竹因
伍兆鰲,展峯,展峰,綸才
伍先準,則山,湘嵐,華平
伍先輔,樂泉,興甫
伍光建,昭扆
伍光瑜,孚尹,屏秋
伍光紘,藹亭,藹庭
伍典,克從
伍功甫,勛伯,勳伯
伍勒德尼,伍勒德呢,烏勒德呢,烏勒德尼,烏爾德呢,烏爾德尼
伍升,景升
伍可受,以大
伍周,叔度
伍唐,日卿
伍善,元吉
伍士望,景周
伍士鵬,亦芸,亦荟
伍壽世,霽峯
伍夢諧,子蒙
伍奎祥,七橋,西舫
伍子正,適道
伍學純,潤之
伍宇昭,止齋,青望
伍宇澄,既庭
伍守陽,端陽
伍安然,文卿,第六七
伍宗儀,蘭儀,覺夢山人
伍家榕,松文
伍崇曜,伍元薇,浩官,粵雅堂,紫垣,紹榮,良輔,萬松園,遠愛堂
伍希儒,汝真
伍希淵,士淵,孟賢,拙菴
伍希閔,仲孝
伍希齊,十二,孟倫
伍廷芳,伍敘,文爵,秩庸
伍彌泰,伍米泰,文端
伍彌特巴哈布,勤勇
伍彌特希元,贊臣
伍彌特德成額,烏彌特德成額
伍彌特德楞泰,壯果,惇堂,鄂密特
伍彌特蘇冲阿,烏密特蘇沖阿,蘇冲阿,蘇崇阿
伍彩雲,浦巖,繡巖
伍徵,紹庸
伍德彝,懿莊,逸叟,逸莊
伍思韶,九亭,舜成,鴻盤叟
伍性,宗誠
伍恂,子清
伍惟忠,三十,效之
伍懋,深道
伍承欽,式之,退齋
伍拉納,覺羅伍拉納
伍擇之,元賓
伍敏,燮堂
伍文仲,仲成
伍文定,唯泰,忠襄,時太,時泰,松月
伍文炳,積中
伍文煥,在中,象明
伍方,公矩
伍昇,景昇
伍朝樞,梯雲
伍朝賓,介貞
伍杞,卿才
伍概,廷節
伍正阿,懌山
伍民瞻,表臣
伍洪,伯宏,伯弘
伍涵芬,芝軒
伍淡如,晚香
伍湘君,佩霞
伍睿,用思
伍祐,右之,祐之
伍福,天錫
伍禮,天秩
伍秉鏞,序之,東坪
伍秉鑑,平湖,忠誠,慶昌,成之,敦元,沛官,浩官,秉鑒
伍秉鑒,平湖,成之
伍章,端叔
伍章龍,海門
伍符,孚齋,朝信
伍箕,朝輝
伍純忠,純甫
伍紹曾,燕堂,率真子
伍經正,石叟
伍維允,麟孺
伍維寅,淸之,清之
伍總,子壽
伍肇齡,崧生
伍良臣,雲從
伍蘊芬,麗卿
伍袁萃,容庵,寧方,寧芳,聖起,道聚
伍裕,伯饒
伍見獨,居厚
伍誥,純甫
伍讓,子謙
伍起宗,趾薛
伍輔祥,四友,翰屏
伍造爐,弘道,德化
伍達,博純
伍達德,三以
伍達行,拓公
伍金鍔,一卿
伍銓萃,叔葆,榮建
伍錫,康侯
伍鎧,文衞,鴻山
伍長華,實生,愚泉,雲卿
伍雲,光宇,尋樂
伍餘福,君求,疇中
伍驥,弘道,德良,體純,體馴
伍魁孝,肖亭
伍魯興,康伯,蓉湖
伍鼎,凌堂
伍齡安,五靈阿,五齡安,伍靈安
伏衍羲,天一
伯帖木兒,冲霄
伯彥不花的斤,桓敏,蒼巖
伯德履信,順之
伯益赫,康懿
伯篤魯丁,至道
伯都,元獻
伯里閤不花,襄懋
伯顏,九成
伯顏子中,子中,巴延資中
伯顏察兒,忠憲
伯顏察爾,文卿
伯顏帖木兒,元臣
似先義逸,仁休
佀鍾,佀鐘,侶鍾,大器
佀鐘,大器
但存學,宗儒
但宗皐,陶村
但弼,夢岩,肖丞
但明倫,天敘,惇五,敦五,雲湖,題襟館
但貴元,三十四,仁甫
但陞,雲亭
佈彥泰,佈彥
何㮚,文縝
何一泗,衍之
何一舉,德卿
何三畏,士抑
何三省,得人,觀我
何世仁,元長,澹安
何世學,十四,文甫
何世昌,何昌世
何世璂,坦園,桐叔,澹庵,端簡,鐵山
何丙勛,保如,寶書,覲韓
何丙咸,南羲
何中,太虛,養正
何中奮,奎川,奎田,奎由,至田
何中立,莎衣道人,通神先生
何中行,粹甫
何乃容,雅堂
何乃瑩,潤夫
何之傑,伯興,毅庵
何之桂,虹泉
何之𤇍,伯興
何乘龍,徐乘龍
何九思,仲誠
何九達,行可
何井,伯禮,何林,第千十九,茂遠,貫老
何亨升,公美
何京,佩瑤
何亮,文明
何人麒,玉書
何人龍,雨民
何仁山,梅士,菊朋,頤真
何介,介逸
何仕讓,仕讓
何仲諠,何仲宣,何仲誼
何伯祥,世麟,忠毅
何伯謹,誠夫,誠甫
何伸,何俊,抑翁
何作猷,仲秩
何佩玉,塢霞,浣碧,琬碧
何佩珠,天都女史,芷香
何佩芬,吟香,蘭卿
何佳會,達天,達夫
何佾,德獻
何侑,存齋,德器
何俊,士高
何俌,德輔
何俛,太常
何修本,是皆
何倫,宗道,東山
何倬,明夫
何偁,邦美
何偉,汝器
何傅,宗文
何傳中,允彞,執齋,筱復
何傳興,敦詩,筱軒
何儒行,仲景
何允升,吉甫
何允坤,晉思
何允孝,仲友,筆公
何允炘,子光
何允紳,書思
何允魁,克升
何元,叔度,玉屏,琴心
何元庚,淵珊
何元愷,杜卿,荔泉
何元普,篁溪,芝亭,麓生
何元治,平階
何元泰,濟廬,階平
何元烺,硯農,良卿
何元熙,師竹
何元英,蕤音
何元蔚,吟梅
何元述,元孝,小洛,小雒
何元達,顯夫
何元錫,三吾鴻景齋,夢花樓,夢華,夢華館,敬祉,秋神閣,蜨隱,蝶影園,蝶隱,蝶隱園,護經堂
何充,浩然
何兆濓,廉甫
何兆瀛,心庵,心盦,淸耜,老學後盦,通甫,通青,青士,青耜
何兆玉,翼山
何先,謙終
何先覺,民師
何光,昭德
何光儀,禮階,象峰
何光晟,曙亭
何光熊,容谷
何光裕,唐亭,思問
何光遠,輝夫
何光震,華甫
何克靜,堃吉
何兌,中庸何公,太和,龜津,龜津先生
何兑,太和,龜津
何全,原學
何其仁,少麐
何其偉,書田,韋人
何其傑,子倩
何其慧,潼川
何其敬,仲輿,少贄,衡吾
何其清,韻仙
何其睿,克思
何其純,粹甫
何其興,禹修
何其英,瓊玉
何其菼,師韓,葭汀
何其超,古心
何其高,抑之,白坡
何冠英,杰夫
何凌漢,仙槎,雲門
何出光,兆文
何出圖,啟文,見寰
何則賢,三山樵叟,道甫
何剛,僧壽
何剛德,小雅
何剡,楫臣
何劉發,漢卿,竹隱居士
何勉,尚敏,止庵
何勒良,文宰
何勝,斯復
何勝必,威殼心
何勝連,紫雲
何勳,克明
何南一,易初
何南鈺,相文
何占鰲,何占鼇,勤襄
何去非,正通
何又爽,何又塽
何又雄,澹如
何友濟,幹臣
何友玉,玨城
何友聞,益甫
何受,持謙
何召,何兆
何可綱,忠節
何司鐸(IgnaceHo),童司鐸
何吉祥,鑫堂
何同文,藻亭
何君平,少嚴
何吾騶,家岡,龍友
何咸亨,交山,尚德
何咸遂,何咸
何啟,沃生,迪之
何啟南,鯤湖
何啟錕,惕甫,陽甫
何善,惟吉
何善孫,君孫,喜孫
何善甄,和甫
何喬新,廷季,廷秀,文肅,椒丘,椒丘先生
何喬遠,匪莪,稚孝,鏡山先生
何嗣昌,念修
何嗣焜,定庵,梅生,眉孫
何嘉珝,玉羽
何嘉祐,子受
何國宗,約齋,翰如
何國璋,國章,藻卿
何國華,樸峯,樸峰
何國輔,紹寧
何圖哩伊興額,伊淸阿,伊興阿,壯愍,松坪,英升額
何圖哩德英,莊毅
何在永,恬溪
何均,君平
何坤章,朝瑞,梅隱
何坦,少平,文定,西疇
何垕,朝擧,朝舉
何垣,紫庭
何城,叔防,月梧
何執中,伯通,文憲,正獻
何執文,何執德
何培德,開渠
何基,北山,子恭,文定
何堂,琴喦,琴嵒
何堅,南坡
何堯,唐佐
何增元,遜虞
何增筠,小晴,竹卿,震旉
何壁,文徵
何士昂,孟友
何士昭,沿靖大師
何士晉,武莪
何士烈,承武
何士玉,璞山
何士祁,仲京,竹薌
何士良,夢傅,夢傳
何士英,子文
何士蛟,一橋,冀北,羅溪
何士顒,南園
何士麟,肇周
何壽朋,德齡,歸全先生
何夔,叔龍
何夢午,魯佐
何夢桂,岩叟,巖叟,應祈,潛齋,申甫
何夢然,子是
何夢熊,潤崖
何夢牛,恕夫
何夢犇,怒夫,恕夫,第三
何夢瑤,匊芳園,報之,惠門八子,極之,研農,紫棉樓,西池,贊調
何夢益,謙叔
何夢祥,視履
何夢篆,耕遲,賡墀,退夫
何大圭,何大奎,搢之,晉之
何大正,自中
何大猷,少嘉
何大立,菴崖
何大節,立可
何大臨,少叔,才叔
何大褔,介軒
何天啓,義占
何天啟,七十五,義占,羲占,鳳岡
何天寵,昭侯,澹菴
何天球,憲周
何天祥,武曾
何天聲,德載,竹洲
何天衢,在山,緩齋
何天貴,五溥
